#Word Types: 14665		
#Word Tokens: 542836		
#Search Hits: 0		
Rank	Type	Freq
1645	trazida	34
1646	afastamento	33
1647	afasto	33
1648	aparelhos	33
1649	apresentada	33
1650	ar	33
1651	comunicado	33
1652	consolidada	33
1653	contidas	33
1654	contidos	33
1655	contrária	33
1656	embargante	33
1657	especificado	33
1658	excelentíssimo	33
1659	faixas	33
1660	gerou	33
1661	idoso	33
1662	impossível	33
1663	inferior	33
1664	intuito	33
1665	junta	33
1666	limites	33
1667	mesmas	33
1668	motivos	33
1669	possa	33
1670	praticado	33
1671	produzidas	33
1672	propósito	33
1673	punitiva	33
1674	reconhecido	33
1675	reparo	33
1676	responsabilização	33
1677	saldo	33
1678	setecentos	33
1679	utilizada	33
1680	vencido	33
1681	versão	33
1682	admissibilidade	32
1683	alguma	32
1684	boleto	32
1685	carta	32
1686	ceee	32
1687	conceito	32
1688	concorrência	32
1689	condenando	32
1690	consequências	32
1691	considerações	32
1692	consigno	32
1693	demandadas	32
1694	destaca	32
1695	dissabores	32
1696	diversa	32
1697	diárias	32
1698	evidencia	32
1699	exames	32
1700	ficam	32
1701	fiscal	32
1702	fornecer	32
1703	funcionamento	32
1704	garantia	32
1705	indivíduo	32
1706	lapso	32
1707	laudo	32
1708	leitura	32
1709	liberdade	32
1710	mudança	32
1711	nestes	32
1712	particular	32
1713	praticada	32
1714	principal	32
1715	programa	32
1716	quantificação	32
1717	queima	32
1718	real	32
1719	reclamação	32
1720	respectivamente	32
1721	tabela	32
1722	tenham	32
1723	trazido	32
1724	apartamento	31
1725	ativo	31
1726	boletim	31
1727	compareceu	31
1728	comprovantes	31
1729	constatada	31
1730	construção	31
1731	dada	31
1732	empréstimo	31
1733	encargo	31
1734	esclarecer	31
1735	esposa	31
1736	fixa	31
1737	folhas	31
1738	importe	31
1739	justifica	31
1740	localizada	31
1741	meros	31
1742	nega	31
1743	objetivamente	31
1744	oficina	31
1745	permanência	31
1746	prêmio	31
1747	puro	31
1748	referidos	31
1749	reparos	31
1750	restaram	31
1751	securitária	31
1752	sky	31
1753	sujeita	31
1754	típica	31
1755	acolho	30
1756	animal	30
1757	aquela	30
1758	bradesco	30
1759	básica	30
1760	categoria	30
1761	citado	30
1762	concluir	30
1763	condão	30
1764	constitucional	30
1765	contraprestação	30
1766	decido	30
1767	demonstrando	30
1768	determinada	30
1769	diferença	30
1770	documental	30
1771	dúvida	30
1772	empresarial	30
1773	experimentados	30
1774	extinto	30
1775	figurar	30
1776	fática	30
1777	imprescindível	30
1778	incisos	30
1779	jamais	30
1780	judiciário	30
1781	lajeado	30
1782	liminarmente	30
1783	meios	30
1784	mormente	30
1785	obra	30
1786	observados	30
1787	oportuno	30
1788	pacote	30
1789	placa	30
1790	pleiteada	30
1791	pré	30
1792	quinze	30
1793	remuneração	30
1794	resultou	30
1795	salientar	30
1796	senda	30
1797	sexta	30
1798	solucionar	30
1799	submeta	30
1800	torna	30
1801	totalmente	30
1802	acostada	29
1803	administradora	29
1804	agrg	29
1805	angústia	29
1806	aproximadamente	29
1807	atual	29
1808	banda	29
1809	cartório	29
1810	cavalieri	29
1811	celeridade	29
1812	constatação	29
1813	declarado	29
1814	devidas	29
1815	estabelecer	29
1816	excesso	29
1817	exige	29
1818	fotografias	29
1819	hotel	29
1820	igualdade	29
1821	imediatamente	29
1822	indenizável	29
1823	julgo	29
1824	mail	29
1825	narrativa	29
1826	normalmente	29
1827	nosso	29
1828	possuem	29
1829	poupança	29
1830	precedente	29
1831	preenchimento	29
1832	quadro	29
1833	reajustes	29
1834	realidade	29
1835	referem	29
1836	registrado	29
1837	regulamento	29
1838	saliento	29
1839	substituição	29
1840	sucumbenciais	29
1841	suposto	29
1842	temporais	29
1843	tornando	29
1844	totalizando	29
1845	transporte	29
1846	utilizar	29
1847	verossímil	29
1848	vexame	29
1849	acolher	28
1850	adicional	28
1851	atributos	28
1852	atua	28
1853	brasileiro	28
1854	cachorro	28
1855	cadeia	28
1856	caixa	28
1857	casu	28
1858	cerca	28
1859	circunstância	28
1860	comprovando	28
1861	confirmar	28
1862	considerada	28
1863	cunho	28
1864	dentre	28
1865	depósito	28
1866	ensejando	28
1867	essenciais	28
1868	esteio	28
1869	experimentado	28
1870	fornecedores	28
1871	fático	28
1872	gerando	28
1873	gramado	28
1874	imaterial	28
1875	imóveis	28
1876	inscrita	28
1877	internacional	28
1878	interrompido	28
1879	julgou	28
1880	notas	28
1881	novas	28
1882	observado	28
1883	patrimônio	28
1884	pedagógica	28
1885	pediu	28
1886	poste	28
1887	pós	28
1888	referidas	28
1889	referir	28
1890	regularmente	28
1891	sabe	28
1892	santander	28
1893	setor	28
1894	site	28
1895	soma	28
1896	verificada	28
1897	abrangência	27
1898	abstenha	27
1899	alta	27
1900	assevera	27
1901	beltrana	27
1902	cobrar	27
1903	comento	27
1904	compulsando	27
1905	considera	27
1906	credora	27
1907	daí	27
1908	desconstituir	27
1909	desequilíbrio	27
1910	discussão	27
1911	dissuasório	27
1912	dúvidas	27
1913	emissão	27
1914	empreendimento	27
1915	enquadra	27
1916	entrega	27
1917	essas	27
1918	esteja	27
1919	ex	27
1920	fixados	27
1921	fonte	27
1922	humilhação	27
1923	identidade	27
1924	ingressou	27
1925	leite	27
1926	limite	27
1927	necessárias	27
1928	negou	27
1929	novos	27
1930	obtenção	27
1931	obter	27
1932	oportunidade	27
1933	passando	27
1934	possuir	27
1935	procede	27
1936	produzido	27
1937	rejeitada	27
1938	ressalta	27
1939	satisfação	27
1940	seiscentos	27
1941	sistêmicas	27
1942	sp	27
1943	versa	27
1944	vislumbro	27
1945	abalos	26
1946	aborrecimentos	26
1947	acabou	26
1948	ajg	26
1949	aliás	26
1950	aplicam	26
1951	arguida	26
1952	autorizado	26
1953	bairro	26
1954	campo	26
1955	certidão	26
1956	cessantes	26
1957	comportamento	26
1958	comércio	26
1959	concessionárias	26
1960	consistente	26
1961	constatado	26
1962	contida	26
1963	correto	26
1964	dependente	26
1965	desprovida	26
1966	direção	26
1967	doutrina	26
1968	equipamentos	26
1969	etárias	26
1970	exma	26
1971	facilitação	26
1972	feitas	26
1973	fruição	26
1974	ilicitude	26
1975	imposto	26
1976	impugnou	26
1977	indicado	26
1978	insuficientes	26
1979	intimações	26
1980	litigantes	26
1981	mencionado	26
1982	normalidade	26
1983	obrigado	26
1984	opera	26
1985	opina	26
1986	postulados	26
1987	postulando	26
1988	prescinde	26
1989	probatória	26
1990	proferida	26
1991	prosseguimento	26
1992	pudesse	26
1993	quatorze	26
1994	reforma	26
1995	respectivo	26
1996	senhor	26
1997	submissão	26
1998	supostamente	26
1999	taxas	26
2000	tentativas	26
2001	tivesse	26
2002	vale	26
2003	vinculado	26
2004	última	26
2005	acostadas	25
2006	adequação	25
2007	adquire	25
2008	bancários	25
2009	buscar	25
2010	cautela	25
2011	coisa	25
2012	comprador	25
2013	confirmando	25
2014	cópia	25
2015	descabimento	25
2016	doze	25
2017	emitida	25
2018	experiência	25
2019	feitos	25
2020	fundo	25
2021	ilegítima	25
2022	imposição	25
2023	inspeção	25
2024	integridade	25
2025	intensidade	25
2026	item	25
2027	juntadas	25
2028	kwh	25
2029	motorista	25
2030	notório	25
2031	pedir	25
2032	plausível	25
2033	privação	25
2034	procedentes	25
2035	profissionais	25
2036	protocolo	25
2037	pugnou	25
2038	quantidade	25
2039	reconhece	25
2040	rejeição	25
2041	santo	25
2042	sanção	25
2043	sugiro	25
2044	suportar	25
2045	tv	25
2046	vontade	25
2047	vício	25
2048	á	25
2049	acolhido	24
2050	acostado	24
2051	analisada	24
2052	aplicada	24
2053	apontado	24
2054	apresentadas	24
2055	aspecto	24
2056	atingido	24
2057	aérea	24
2058	caberia	24
2059	caminhão	24
2060	causou	24
2061	central	24
2062	comercialização	24
2063	constar	24
2064	constrangimento	24
2065	corresponde	24
2066	criação	24
2067	dando	24
2068	deixando	24
2069	descabe	24
2070	destino	24
2071	determinando	24
2072	df	24
2073	dinâmica	24
2074	diverso	24
2075	efetuadas	24
2076	elevado	24
2077	equivalente	24
2078	esses	24
2079	estas	24
2080	excludentes	24
2081	exigências	24
2082	gb	24
2083	igual	24
2084	improcede	24
2085	independe	24
2086	individual	24
2087	inequívoca	24
2088	inocorrentes	24
2089	inteligência	24
2090	jurisdicional	24
2091	justo	24
2092	lesivo	24
2093	lícita	24
2094	manifestou	24
2095	minutos	24
2096	montagem	24
2097	negócios	24
2098	ocorreram	24
2099	ocorridos	24
2100	participação	24
2101	percebe	24
2102	postulada	24
2103	praticados	24
2104	presumido	24
2105	procurou	24
2106	propositura	24
2107	proprietária	24
2108	quer	24
2109	relatado	24
2110	relativas	24
2111	restam	24
2112	seriam	24
2113	sociais	24
2114	sub	24
2115	submeter	24
2116	submetidos	24
2117	terem	24
2118	tj	24
2119	trafegava	24
2120	trazidas	24
2121	ultrapassa	24
2122	alvará	23
2123	aqueles	23
2124	aresp	23
2125	bagagem	23
2126	características	23
2127	carga	23
2128	celebrado	23
2129	cheque	23
2130	composição	23
2131	configurar	23
2132	consequentemente	23
2133	consolidado	23
2134	cumpriu	23
2135	definitivo	23
2136	depoente	23
2137	doença	23
2138	ed	23
2139	embarque	23
2140	estacionamento	23
2141	excelentíssima	23
2142	excessivo	23
2143	fgv	23
2144	financeiras	23
2145	indeferimento	23
2146	inexistindo	23
2147	instância	23
2148	judice	23
2149	judiciais	23
2150	lje	23
2151	loja	23
2152	maiores	23
2153	mensagens	23
2154	merecem	23
2155	modificativos	23
2156	oscilação	23
2157	passíveis	23
2158	pelotas	23
2159	posse	23
2160	procon	23
2161	propriamente	23
2162	pugna	23
2163	recibos	23
2164	requisito	23
2165	suficientemente	23
2166	suspenso	23
2167	tentar	23
2168	torno	23
2169	turno	23
2170	adequados	22
2171	adquirir	22
2172	amparo	22
2173	anuidade	22
2174	arbitrada	22
2175	autoriza	22
2176	cabal	22
2177	cancelar	22
2178	caracterizar	22
2179	confirma	22
2180	consideradas	22
2181	considerados	22
2182	daquele	22
2183	defensiva	22
2184	devedores	22
2185	diligências	22
2186	discutida	22
2187	dispositivos	22
2188	encontrava	22
2189	ensejou	22
2190	eram	22
2191	estrangeira	22
2192	exportação	22
2193	expostos	22
2194	extintivos	22
2195	extratos	22
2196	figura	22
2197	folga	22
2198	gravataí	22
2199	grave	22
2200	havida	22
2201	ijuí	22
2202	importação	22
2203	incabível	22
2204	incidentes	22
2205	informando	22
2206	inscrições	22
2207	instruir	22
2208	interior	22
2209	justamente	22
2210	licitude	22
2211	menciona	22
2212	notícia	22
2213	observando	22
2214	orientação	22
2215	paciente	22
2216	peças	22
2217	possuindo	22
2218	posta	22
2219	prejudicado	22
2220	presidência	22
2221	presume	22
2222	recorrida	22
2223	reserva	22
2224	residencial	22
2225	retificação	22
2226	retro	22
2227	servir	22
2228	stf	22
2229	transformação	22
2230	uniformização	22
2231	verificado	22
2232	visando	22
2233	volta	22
2234	várias	22
2235	adesivo	21
2236	advento	21
2237	afastado	21
2238	afirmar	21
2239	al	21
2240	antigo	21
2241	apreciar	21
2242	arguiu	21
2243	arquivem	21
2244	atitude	21
2245	autorizada	21
2246	compatível	21
2247	compensar	21
2248	conduzido	21
2249	conseguiu	21
2250	consequente	21
2251	contesta	21
2252	corretor	21
2253	cpf	21
2254	cumprindo	21
2255	decidido	21
2256	dependentes	21
2257	dinheiro	21
2258	dividendos	21
2259	doutor	21
2260	dupla	21
2261	economias	21
2262	emocional	21
2263	entabulado	21
2264	eventos	21
2265	existentes	21
2266	existir	21
2267	ficando	21
2268	fornecida	21
2269	intervenção	21
2270	inviabilidade	21
2271	inúmeros	21
2272	itens	21
2273	jornal	21
2274	las	21
2275	lateral	21
2276	levou	21
2277	lhes	21
2278	limitação	21
2279	manteve	21
2280	maria	21
2281	matrícula	21
2282	mecânico	21
2283	mencionar	21
2284	negativado	21
2285	obteve	21
2286	ocasionados	21
2287	ocorrendo	21
2288	oitocentos	21
2289	original	21
2290	outrem	21
2291	permite	21
2292	prestadoras	21
2293	proceda	21
2294	promessa	21
2295	prospera	21
2296	quantias	21
2297	reativação	21
2298	referência	21
2299	responsabilizada	21
2300	ressarcido	21
2301	retenção	21
2302	semana	21
2303	sinistro	21
2304	tarifas	21
2305	trienal	21
2306	técnico	21
2307	unilateralmente	21
2308	verificou	21
2309	índices	21
2310	absolutamente	20
2311	alegar	20
2312	analisado	20
2313	apurado	20
2314	atendendo	20
2315	atingiu	20
2316	atribuir	20
2317	atualizada	20
2318	baixe	20
2319	basta	20
2320	boletos	20
2321	cadastramento	20
2322	cancelada	20
2323	ciente	20
2324	coberturas	20
2325	comprovadamente	20
2326	conciliatória	20
2327	conclui	20
2328	conteúdo	20
2329	continuou	20
2330	corridos	20
2331	cumprido	20
2332	custos	20
2333	declaratórios	20
2334	demonstrados	20
2335	descaso	20
2336	eletrônicos	20
2337	embargado	20
2338	encerrada	20
2339	encerramento	20
2340	encontram	20
2341	entes	20
2342	equívoco	20
2343	estabelecida	20
2344	extinguindo	20
2345	ficaram	20
2346	financeiro	20
2347	genérica	20
2348	guarda	20
2349	guarida	20
2350	imediata	20
2351	impeditivos	20
2352	imposta	20
2353	indenizado	20
2354	inegável	20
2355	ingresso	20
2356	juntar	20
2357	jurídicos	20
2358	lente	20
2359	los	20
2360	lugar	20
2361	manifesta	20
2362	motocicleta	20
2363	obrigacional	20
2364	obrigada	20
2365	ocorrida	20
2366	ordenamento	20
2367	ordinárias	20
2368	ouvida	20
2369	pacificado	20
2370	passagens	20
2371	penhora	20
2372	plenamente	20
2373	pouco	20
2374	provida	20
2375	quaisquer	20
2376	quitada	20
2377	relógio	20
2378	reparatória	20
2379	tentou	20
2380	teriam	20
2381	tjrs	20
2382	transitada	20
2383	tratam	20
2384	tribunais	20
2385	unidades	20
2386	veja	20
2387	vínculo	20
2388	abusivo	19
2389	administrativamente	19
2390	admite	19
2391	aeroporto	19
2392	agora	19
2393	ajuizado	19
2394	alegam	19
2395	alimentos	19
2396	aluguel	19
2397	apelações	19
2398	aplicando	19
2399	apontamento	19
2400	apta	19
2401	arguidas	19
2402	associados	19
2403	associação	19
2404	autoras	19
2405	avaliação	19
2406	bastando	19
2407	capazes	19
2408	consulta	19
2409	contido	19
2410	contraditório	19
2411	contínuos	19
2412	cão	19
2413	deixa	19
2414	denota	19
2415	deram	19
2416	descritas	19
2417	desenvolvem	19
2418	despersonalizados	19
2419	desprovidos	19
2420	direta	19
2421	dolo	19
2422	efetivada	19
2423	esclareceu	19
2424	estabelecidos	19
2425	exigência	19
2426	expedição	19
2427	firmou	19
2428	fiscais	19
2429	fundada	19
2430	grifo	19
2431	imobiliários	19
2432	indeferido	19
2433	indevidos	19
2434	inobstante	19
2435	insurgência	19
2436	isento	19
2437	lentes	19
2438	limitando	19
2439	mandado	19
2440	mau	19
2441	mensalmente	19
2442	muitos	19
2443	naquele	19
2444	narrado	19
2445	nula	19
2446	observada	19
2447	ofertado	19
2448	padrão	19
2449	pista	19
2450	ponteiras	19
2451	postularem	19
2452	pra	19
2453	prestadores	19
2454	quase	19
2455	registrar	19
2456	relatados	19
2457	residem	19
2458	sabido	19
2459	sistemática	19
2460	submetido	19
2461	superiores	19
2462	tiveram	19
2463	variação	19
2464	vedação	19
2465	vendedor	19
2466	vê	19
2467	xxx	19
2468	ângelo	19
2469	último	19
2470	acionistas	18
2471	adotada	18
2472	afigura	18
2473	agentes	18
2474	alcance	18
2475	anual	18
2476	asseverou	18
2477	atropelamento	18
2478	banrisul	18
2479	básicos	18
2480	cadastrado	18
2481	capital	18
2482	celebrados	18
2483	cessão	18
2484	chegou	18
2485	codecon	18
2486	confirmado	18
2487	confirmou	18
2488	constata	18
2489	construtora	18
2490	controle	18
2491	convencimento	18
2492	corretores	18
2493	desconhece	18
2494	desnecessário	18
2495	despacho	18
2496	desvantagem	18
2497	devolver	18
2498	discorre	18
2499	dispensada	18
2500	disponibilidade	18
2501	dobrada	18
2502	douta	18
2503	efetivado	18
2504	eficientes	18
2505	enquadram	18
2506	entregue	18
2507	envolvendo	18
2508	estamos	18
2509	estivesse	18
2510	estrutura	18
2511	extrato	18
2512	firmada	18
2513	gerais	18
2514	grupo	18
2515	histórico	18
2516	hora	18
2517	hospitalares	18
2518	impugnada	18
2519	inadequadas	18
2520	inadimplente	18
2521	incidindo	18
2522	incluir	18
2523	indica	18
2524	interessada	18
2525	interpretadas	18
2526	litígio	18
2527	locado	18
2528	magistrado	18
2529	mantém	18
2530	mencionada	18
2531	moderna	18
2532	médicas	18
2533	negaram	18
2534	objetivando	18
2535	observo	18
2536	ocorra	18
